setting,dataset,num_samples,num_components,random_seed,skellam_mu,sigma,b,clipping_norm,q_f,q_clean,q_a
fl,iris,150,1000,0,0.671,10000,18.0,1.0,0.9338856190443031,0.9338856190443038,0.9998420504486036
centralized,ca_income,195665,250,0,7,3.731,6,1.0,0.743145439699711,0.7723074729978476,0.999252538867272
fl,ca_income,195665,50,0,0.2036,10000,6.0,1.0,0.31655185325994734,0.3165350864583766,0.9997186740170123
centralized,ca_income,195665,500,0,7,3.731,6,1.0,0.9072454963005037,0.9512922096686961,0.999252538867272
local,iris,150,10,1,7,1.081,6,1.0,0.9338856190443048,0.9338856190443038,0.8613104648004618
local,iris,150,25,1,7,1.081,6,1.0,0.9338856190443048,0.9338856190443038,0.8613104648004618
local,iris,150,50,1,7,1.081,6,1.0,0.9338856190443048,0.9338856190443038,0.8613104648004618
local,iris,150,100,1,7,1.081,6,1.0,0.9338856190443048,0.9338856190443038,0.8613104648004618
local,iris,150,125,1,7,1.081,6,1.0,0.9338856190443048,0.9338856190443038,0.8613104648004618
local,iris,150,250,1,7,1.081,6,1.0,0.9338856190443048,0.9338856190443038,0.8613104648004618
local,iris,150,500,1,7,1.081,6,1.0,0.9338856190443048,0.9338856190443038,0.8613104648004618
local,iris,150,1000,1,7,1.081,6,1.0,0.9338856190443048,0.9338856190443038,0.8613104648004618
fl,ca_income,195665,100,0,0.2036,10000,6.0,1.0,0.48630995111039027,0.48630057394686166,0.9997186740170123
fl,iris,150,10,0,0.2036,10000,18.0,1.0,0.9338856190443044,0.9338856190443038,0.9998420503908213
fl,iris,150,25,0,0.2036,10000,18.0,1.0,0.9338856190443044,0.9338856190443038,0.9998420503908213
fl,iris,150,50,0,0.2036,10000,18.0,1.0,0.9338856190443044,0.9338856190443038,0.9998420503908213
fl,iris,150,100,0,0.2036,10000,18.0,1.0,0.9338856190443044,0.9338856190443038,0.9998420503908213
fl,iris,150,125,0,0.2036,10000,18.0,1.0,0.9338856190443044,0.9338856190443038,0.9998420503908213
fl,iris,150,250,0,0.2036,10000,18.0,1.0,0.9338856190443044,0.9338856190443038,0.9998420503908213
fl,iris,150,500,0,0.2036,10000,18.0,1.0,0.9338856190443044,0.9338856190443038,0.9998420503908213
fl,iris,150,1000,0,0.2036,10000,18.0,1.0,0.9338856190443044,0.9338856190443038,0.9998420503908213
centralized,ca_income,195665,1000,0,7,3.731,6,1.0,1.0000000401021842,1.0000000401021845,0.999252538867272
fl,ca_income,195665,125,0,0.2036,10000,6.0,1.0,0.5541683656416885,0.5541624613800046,0.9997186740170123
centralized,iris,150,10,1,7,1.081,6,1.0,0.9338856190443048,0.9338856190443038,0.9998480432289365
centralized,iris,150,25,1,7,1.081,6,1.0,0.9338856190443048,0.9338856190443038,0.9998480432289365
centralized,iris,150,50,1,7,1.081,6,1.0,0.9338856190443048,0.9338856190443038,0.9998480432289365
centralized,iris,150,100,1,7,1.081,6,1.0,0.9338856190443048,0.9338856190443038,0.9998480432289365
centralized,iris,150,125,1,7,1.081,6,1.0,0.9338856190443048,0.9338856190443038,0.9998480432289365
centralized,iris,150,250,1,7,1.081,6,1.0,0.9338856190443048,0.9338856190443038,0.9998480432289365
centralized,iris,150,500,1,7,1.081,6,1.0,0.9338856190443048,0.9338856190443038,0.9998480432289365
centralized,iris,150,1000,1,7,1.081,6,1.0,0.9338856190443048,0.9338856190443038,0.9998480432289365
fl,ca_income,195665,250,0,0.2036,10000,6.0,1.0,0.7723050216118268,0.7723074729978476,0.9997186740170123
fl,iris,150,10,0,0.067,10000,18.0,1.0,0.9338856190443046,0.9338856190443038,0.9998420503606058
fl,iris,150,25,0,0.067,10000,18.0,1.0,0.9338856190443046,0.9338856190443038,0.9998420503606058
fl,iris,150,50,0,0.067,10000,18.0,1.0,0.9338856190443046,0.9338856190443038,0.9998420503606058
fl,iris,150,100,0,0.067,10000,18.0,1.0,0.9338856190443046,0.9338856190443038,0.9998420503606058
fl,iris,150,125,0,0.067,10000,18.0,1.0,0.9338856190443046,0.9338856190443038,0.9998420503606058
fl,iris,150,250,0,0.067,10000,18.0,1.0,0.9338856190443046,0.9338856190443038,0.9998420503606058
fl,iris,150,500,0,0.067,10000,18.0,1.0,0.9338856190443046,0.9338856190443038,0.9998420503606058
fl,iris,150,1000,0,0.067,10000,18.0,1.0,0.9338856190443046,0.9338856190443038,0.9998420503606058
fl,ca_income,195665,500,0,0.2036,10000,6.0,1.0,0.9512896682090686,0.9512922096686961,0.9997186740170123
local,iris,150,10,1,7,0.6,6,1.0,0.9338856190443032,0.9338856190443038,0.9874857877771916
local,iris,150,25,1,7,0.6,6,1.0,0.9338856190443032,0.9338856190443038,0.9874857877771916
local,iris,150,50,1,7,0.6,6,1.0,0.9338856190443032,0.9338856190443038,0.9874857877771916
local,iris,150,100,1,7,0.6,6,1.0,0.9338856190443032,0.9338856190443038,0.9874857877771916
local,iris,150,125,1,7,0.6,6,1.0,0.9338856190443032,0.9338856190443038,0.9874857877771916
local,iris,150,250,1,7,0.6,6,1.0,0.9338856190443032,0.9338856190443038,0.9874857877771916
local,iris,150,500,1,7,0.6,6,1.0,0.9338856190443032,0.9338856190443038,0.9874857877771916
local,iris,150,1000,1,7,0.6,6,1.0,0.9338856190443032,0.9338856190443038,0.9874857877771916
local,ca_income,195665,10,0,7,1.994,6,1.0,0.012908138006613763,0.10306451053062196,0.01533431960543526
fl,iris,150,10,1,382.3,10000,6.0,1.0,0.9338856190443049,0.9338856190443038,0.9997600468481003
fl,iris,150,25,1,382.3,10000,6.0,1.0,0.9338856190443049,0.9338856190443038,0.9997600468481003
fl,iris,150,50,1,382.3,10000,6.0,1.0,0.9338856190443049,0.9338856190443038,0.9997600468481003
fl,iris,150,100,1,382.3,10000,6.0,1.0,0.9338856190443049,0.9338856190443038,0.9997600468481003
fl,iris,150,125,1,382.3,10000,6.0,1.0,0.9338856190443049,0.9338856190443038,0.9997600468481003
fl,iris,150,250,1,382.3,10000,6.0,1.0,0.9338856190443049,0.9338856190443038,0.9997600468481003
fl,iris,150,500,1,382.3,10000,6.0,1.0,0.9338856190443049,0.9338856190443038,0.9997600468481003
fl,iris,150,1000,1,382.3,10000,6.0,1.0,0.9338856190443049,0.9338856190443038,0.9997600468481003
fl,ca_income,195665,1000,0,0.2036,10000,6.0,1.0,1.0000000401021842,1.0000000401021845,0.9997186740170123
local,ca_income,195665,25,0,7,1.994,6,1.0,0.03111580523747002,0.20037047667357455,0.01533431960543526
centralized,iris,150,10,1,7,0.6,6,1.0,0.9338856190443034,0.9338856190443038,0.9999026280636314
centralized,iris,150,25,1,7,0.6,6,1.0,0.9338856190443034,0.9338856190443038,0.9999026280636314
centralized,iris,150,50,1,7,0.6,6,1.0,0.9338856190443034,0.9338856190443038,0.9999026280636314
centralized,iris,150,100,1,7,0.6,6,1.0,0.9338856190443034,0.9338856190443038,0.9999026280636314
centralized,iris,150,125,1,7,0.6,6,1.0,0.9338856190443034,0.9338856190443038,0.9999026280636314
centralized,iris,150,250,1,7,0.6,6,1.0,0.9338856190443034,0.9338856190443038,0.9999026280636314
centralized,iris,150,500,1,7,0.6,6,1.0,0.9338856190443034,0.9338856190443038,0.9999026280636314
centralized,iris,150,1000,1,7,0.6,6,1.0,0.9338856190443034,0.9338856190443038,0.9999026280636314
local,ca_income,195665,50,0,7,1.994,6,1.0,0.061869464097530094,0.3165350864583766,0.01533431960543526
fl,iris,150,10,1,106.1,10000,6.0,1.0,0.9338856190443046,0.9338856190443038,0.9998042248499928
fl,iris,150,25,1,106.1,10000,6.0,1.0,0.9338856190443046,0.9338856190443038,0.9998042248499928
fl,iris,150,50,1,106.1,10000,6.0,1.0,0.9338856190443046,0.9338856190443038,0.9998042248499928
fl,iris,150,100,1,106.1,10000,6.0,1.0,0.9338856190443046,0.9338856190443038,0.9998042248499928
fl,iris,150,125,1,106.1,10000,6.0,1.0,0.9338856190443046,0.9338856190443038,0.9998042248499928
fl,iris,150,250,1,106.1,10000,6.0,1.0,0.9338856190443046,0.9338856190443038,0.9998042248499928
fl,iris,150,500,1,106.1,10000,6.0,1.0,0.9338856190443046,0.9338856190443038,0.9998042248499928
fl,iris,150,1000,1,106.1,10000,6.0,1.0,0.9338856190443046,0.9338856190443038,0.9998042248499928
local,ca_income,195665,100,0,7,1.994,6,1.0,0.12371361295908932,0.48630057394686166,0.01533431960543526
fl,ca_income,195665,10,0,0.067,10000,6.0,1.0,0.10308848538583806,0.10306451053062196,0.999718533482207
local,iris,150,10,1,7,0.344,6,1.0,0.933885619044304,0.9338856190443038,0.9966298687934528
local,iris,150,25,1,7,0.344,6,1.0,0.933885619044304,0.9338856190443038,0.9966298687934528
local,iris,150,50,1,7,0.344,6,1.0,0.933885619044304,0.9338856190443038,0.9966298687934528
local,iris,150,100,1,7,0.344,6,1.0,0.933885619044304,0.9338856190443038,0.9966298687934528
local,iris,150,125,1,7,0.344,6,1.0,0.933885619044304,0.9338856190443038,0.9966298687934528
local,iris,150,250,1,7,0.344,6,1.0,0.933885619044304,0.9338856190443038,0.9966298687934528
local,iris,150,500,1,7,0.344,6,1.0,0.933885619044304,0.9338856190443038,0.9966298687934528
local,iris,150,1000,1,7,0.344,6,1.0,0.933885619044304,0.9338856190443038,0.9966298687934528
local,ca_income,195665,125,0,7,1.994,6,1.0,0.15459289248681876,0.5541624613800046,0.01533431960543526
fl,iris,150,10,1,29.4,10000,6.0,1.0,0.933885619044303,0.9338856190443038,0.9998187779982034
fl,iris,150,25,1,29.4,10000,6.0,1.0,0.933885619044303,0.9338856190443038,0.9998187779982034
fl,iris,150,50,1,29.4,10000,6.0,1.0,0.933885619044303,0.9338856190443038,0.9998187779982034
fl,iris,150,100,1,29.4,10000,6.0,1.0,0.933885619044303,0.9338856190443038,0.9998187779982034
fl,iris,150,125,1,29.4,10000,6.0,1.0,0.933885619044303,0.9338856190443038,0.9998187779982034
fl,iris,150,250,1,29.4,10000,6.0,1.0,0.933885619044303,0.9338856190443038,0.9998187779982034
fl,iris,150,500,1,29.4,10000,6.0,1.0,0.933885619044303,0.9338856190443038,0.9998187779982034
fl,iris,150,1000,1,29.4,10000,6.0,1.0,0.933885619044303,0.9338856190443038,0.9998187779982034
fl,ca_income,195665,25,0,0.067,10000,6.0,1.0,0.2003945316896446,0.20037047667357455,0.999718533482207
local,ca_income,195665,250,0,7,1.994,6,1.0,0.3106935557902741,0.7723074729978476,0.01533431960543526
centralized,iris,150,10,1,7,0.344,6,1.0,0.933885619044304,0.9338856190443038,0.9998931644713018
centralized,iris,150,25,1,7,0.344,6,1.0,0.933885619044304,0.9338856190443038,0.9998931644713018
centralized,iris,150,50,1,7,0.344,6,1.0,0.933885619044304,0.9338856190443038,0.9998931644713018
centralized,iris,150,100,1,7,0.344,6,1.0,0.933885619044304,0.9338856190443038,0.9998931644713018
centralized,iris,150,125,1,7,0.344,6,1.0,0.933885619044304,0.9338856190443038,0.9998931644713018
centralized,iris,150,250,1,7,0.344,6,1.0,0.933885619044304,0.9338856190443038,0.9998931644713018
centralized,iris,150,500,1,7,0.344,6,1.0,0.933885619044304,0.9338856190443038,0.9998931644713018
centralized,iris,150,1000,1,7,0.344,6,1.0,0.933885619044304,0.9338856190443038,0.9998931644713018
fl,ca_income,195665,50,0,0.067,10000,6.0,1.0,0.3165518520423652,0.3165350864583766,0.999718533482207
fl,iris,150,10,1,8.19,10000,6.0,1.0,0.9338856190443038,0.9338856190443038,0.9998240122989485
fl,iris,150,25,1,8.19,10000,6.0,1.0,0.9338856190443038,0.9338856190443038,0.9998240122989485
fl,iris,150,50,1,8.19,10000,6.0,1.0,0.9338856190443038,0.9338856190443038,0.9998240122989485
fl,iris,150,100,1,8.19,10000,6.0,1.0,0.9338856190443038,0.9338856190443038,0.9998240122989485
fl,iris,150,125,1,8.19,10000,6.0,1.0,0.9338856190443038,0.9338856190443038,0.9998240122989485
fl,iris,150,250,1,8.19,10000,6.0,1.0,0.9338856190443038,0.9338856190443038,0.9998240122989485
fl,iris,150,500,1,8.19,10000,6.0,1.0,0.9338856190443038,0.9338856190443038,0.9998240122989485
fl,iris,150,1000,1,8.19,10000,6.0,1.0,0.9338856190443038,0.9338856190443038,0.9998240122989485
local,ca_income,195665,500,0,7,1.994,6,1.0,0.6160364577392723,0.9512922096686961,0.01533431960543526
fl,ca_income,195665,100,0,0.067,10000,6.0,1.0,0.48630998003200554,0.48630057394686166,0.999718533482207
local,ca_income,195665,1000,0,7,1.994,6,1.0,1.000000040102184,1.0000000401021845,0.01533431960543526
local,iris,150,10,2,7,25.077,6,1.0,0.9338856190443041,0.9338856190443038,0.3269519829057823
local,iris,150,25,2,7,25.077,6,1.0,0.9338856190443041,0.9338856190443038,0.3269519829057823
local,iris,150,50,2,7,25.077,6,1.0,0.9338856190443041,0.9338856190443038,0.3269519829057823
local,iris,150,100,2,7,25.077,6,1.0,0.9338856190443041,0.9338856190443038,0.3269519829057823
local,iris,150,125,2,7,25.077,6,1.0,0.9338856190443041,0.9338856190443038,0.3269519829057823
local,iris,150,250,2,7,25.077,6,1.0,0.9338856190443041,0.9338856190443038,0.3269519829057823
local,iris,150,500,2,7,25.077,6,1.0,0.9338856190443041,0.9338856190443038,0.3269519829057823
local,iris,150,1000,2,7,25.077,6,1.0,0.9338856190443041,0.9338856190443038,0.3269519829057823
fl,ca_income,195665,125,0,0.067,10000,6.0,1.0,0.5541684403303823,0.5541624613800046,0.999718533482207
fl,iris,150,10,1,2.32,10000,6.0,1.0,0.9338856190443037,0.9338856190443038,0.9998260692530014
fl,iris,150,25,1,2.32,10000,6.0,1.0,0.9338856190443037,0.9338856190443038,0.9998260692530014
fl,iris,150,50,1,2.32,10000,6.0,1.0,0.9338856190443037,0.9338856190443038,0.9998260692530014
fl,iris,150,100,1,2.32,10000,6.0,1.0,0.9338856190443037,0.9338856190443038,0.9998260692530014
fl,iris,150,125,1,2.32,10000,6.0,1.0,0.9338856190443037,0.9338856190443038,0.9998260692530014
fl,iris,150,250,1,2.32,10000,6.0,1.0,0.9338856190443037,0.9338856190443038,0.9998260692530014
fl,iris,150,500,1,2.32,10000,6.0,1.0,0.9338856190443037,0.9338856190443038,0.9998260692530014
fl,iris,150,1000,1,2.32,10000,6.0,1.0,0.9338856190443037,0.9338856190443038,0.9998260692530014
fl,ca_income,195665,250,0,0.067,10000,6.0,1.0,0.7723052091815212,0.7723074729978476,0.999718533482207
centralized,iris,150,10,2,7,25.077,6,1.0,0.9338856190443039,0.9338856190443038,0.9624909253586008
centralized,iris,150,25,2,7,25.077,6,1.0,0.9338856190443039,0.9338856190443038,0.9624909253586008
centralized,iris,150,50,2,7,25.077,6,1.0,0.9338856190443039,0.9338856190443038,0.9624909253586008
centralized,iris,150,100,2,7,25.077,6,1.0,0.9338856190443039,0.9338856190443038,0.9624909253586008
centralized,iris,150,125,2,7,25.077,6,1.0,0.9338856190443039,0.9338856190443038,0.9624909253586008
centralized,iris,150,250,2,7,25.077,6,1.0,0.9338856190443039,0.9338856190443038,0.9624909253586008
centralized,iris,150,500,2,7,25.077,6,1.0,0.9338856190443039,0.9338856190443038,0.9624909253586008
centralized,iris,150,1000,2,7,25.077,6,1.0,0.9338856190443039,0.9338856190443038,0.9624909253586008
fl,iris,150,10,1,0.671,10000,6.0,1.0,0.9338856190443034,0.9338856190443038,0.9998269780626436
fl,iris,150,25,1,0.671,10000,6.0,1.0,0.9338856190443034,0.9338856190443038,0.9998269780626436
fl,iris,150,50,1,0.671,10000,6.0,1.0,0.9338856190443034,0.9338856190443038,0.9998269780626436
fl,iris,150,100,1,0.671,10000,6.0,1.0,0.9338856190443034,0.9338856190443038,0.9998269780626436
fl,iris,150,125,1,0.671,10000,6.0,1.0,0.9338856190443034,0.9338856190443038,0.9998269780626436
fl,iris,150,250,1,0.671,10000,6.0,1.0,0.9338856190443034,0.9338856190443038,0.9998269780626436
fl,iris,150,500,1,0.671,10000,6.0,1.0,0.9338856190443034,0.9338856190443038,0.9998269780626436
fl,iris,150,1000,1,0.671,10000,6.0,1.0,0.9338856190443034,0.9338856190443038,0.9998269780626436
fl,ca_income,195665,500,0,0.067,10000,6.0,1.0,0.9512901602615135,0.9512922096686961,0.999718533482207
centralized,ca_income,195665,10,0,7,1.994,6,1.0,0.10298651553659056,0.10306451053062196,0.9996152454152435
fl,ca_income,195665,1000,0,0.067,10000,6.0,1.0,1.000000040102184,1.0000000401021845,0.999718533482207
local,iris,150,10,2,7,13.285,6,1.0,0.9338856190443037,0.9338856190443038,0.33057546209544714
local,iris,150,25,2,7,13.285,6,1.0,0.9338856190443037,0.9338856190443038,0.33057546209544714
local,iris,150,50,2,7,13.285,6,1.0,0.9338856190443037,0.9338856190443038,0.33057546209544714
local,iris,150,100,2,7,13.285,6,1.0,0.9338856190443037,0.9338856190443038,0.33057546209544714
local,iris,150,125,2,7,13.285,6,1.0,0.9338856190443037,0.9338856190443038,0.33057546209544714
local,iris,150,250,2,7,13.285,6,1.0,0.9338856190443037,0.9338856190443038,0.33057546209544714
local,iris,150,500,2,7,13.285,6,1.0,0.9338856190443037,0.9338856190443038,0.33057546209544714
local,iris,150,1000,2,7,13.285,6,1.0,0.9338856190443037,0.9338856190443038,0.33057546209544714
centralized,ca_income,195665,25,0,7,1.994,6,1.0,0.2000536827343829,0.20037047667357455,0.9996152454152435
fl,iris,150,10,1,0.2036,10000,6.0,1.0,0.9338856190443034,0.9338856190443038,0.9998273881247655
fl,iris,150,25,1,0.2036,10000,6.0,1.0,0.9338856190443034,0.9338856190443038,0.9998273881247655
fl,iris,150,50,1,0.2036,10000,6.0,1.0,0.9338856190443034,0.9338856190443038,0.9998273881247655
fl,iris,150,100,1,0.2036,10000,6.0,1.0,0.9338856190443034,0.9338856190443038,0.9998273881247655
fl,iris,150,125,1,0.2036,10000,6.0,1.0,0.9338856190443034,0.9338856190443038,0.9998273881247655
fl,iris,150,250,1,0.2036,10000,6.0,1.0,0.9338856190443034,0.9338856190443038,0.9998273881247655
fl,iris,150,500,1,0.2036,10000,6.0,1.0,0.9338856190443034,0.9338856190443038,0.9998273881247655
fl,iris,150,1000,1,0.2036,10000,6.0,1.0,0.9338856190443034,0.9338856190443038,0.9998273881247655
centralized,ca_income,195665,50,0,7,1.994,6,1.0,0.3156055555584148,0.3165350864583766,0.9996152454152435
centralized,iris,150,10,2,7,13.285,6,1.0,0.933885619044303,0.9338856190443038,0.9832694719839082
centralized,iris,150,25,2,7,13.285,6,1.0,0.933885619044303,0.9338856190443038,0.9832694719839082
centralized,iris,150,50,2,7,13.285,6,1.0,0.933885619044303,0.9338856190443038,0.9832694719839082
centralized,iris,150,100,2,7,13.285,6,1.0,0.933885619044303,0.9338856190443038,0.9832694719839082
centralized,iris,150,125,2,7,13.285,6,1.0,0.933885619044303,0.9338856190443038,0.9832694719839082
centralized,iris,150,250,2,7,13.285,6,1.0,0.933885619044303,0.9338856190443038,0.9832694719839082
centralized,iris,150,500,2,7,13.285,6,1.0,0.933885619044303,0.9338856190443038,0.9832694719839082
centralized,iris,150,1000,2,7,13.285,6,1.0,0.933885619044303,0.9338856190443038,0.9832694719839082
centralized,ca_income,195665,100,0,7,1.994,6,1.0,0.4838779936441571,0.48630057394686166,0.9996152454152435
fl,iris,150,10,1,0.067,10000,6.0,1.0,0.9338856190443036,0.9338856190443038,0.9998267639721155
fl,iris,150,25,1,0.067,10000,6.0,1.0,0.9338856190443036,0.9338856190443038,0.9998267639721155
fl,iris,150,50,1,0.067,10000,6.0,1.0,0.9338856190443036,0.9338856190443038,0.9998267639721155
fl,iris,150,100,1,0.067,10000,6.0,1.0,0.9338856190443036,0.9338856190443038,0.9998267639721155
fl,iris,150,125,1,0.067,10000,6.0,1.0,0.9338856190443036,0.9338856190443038,0.9998267639721155
fl,iris,150,250,1,0.067,10000,6.0,1.0,0.9338856190443036,0.9338856190443038,0.9998267639721155
fl,iris,150,500,1,0.067,10000,6.0,1.0,0.9338856190443036,0.9338856190443038,0.9998267639721155
fl,iris,150,1000,1,0.067,10000,6.0,1.0,0.9338856190443036,0.9338856190443038,0.9998267639721155
fl,ca_income,195665,10,0,382.3,10000,10.0,1.0,0.10309048602023713,0.10306451053062196,0.9997287871255035
centralized,ca_income,195665,125,0,7,1.994,6,1.0,0.5509258496749693,0.5541624613800046,0.9996152454152435
local,iris,150,10,2,7,7.032,6,1.0,0.9338856190443039,0.9338856190443038,0.3432314346156028
local,iris,150,25,2,7,7.032,6,1.0,0.9338856190443039,0.9338856190443038,0.3432314346156028
local,iris,150,50,2,7,7.032,6,1.0,0.9338856190443039,0.9338856190443038,0.3432314346156028
local,iris,150,100,2,7,7.032,6,1.0,0.9338856190443039,0.9338856190443038,0.3432314346156028
local,iris,150,125,2,7,7.032,6,1.0,0.9338856190443039,0.9338856190443038,0.3432314346156028
local,iris,150,250,2,7,7.032,6,1.0,0.9338856190443039,0.9338856190443038,0.3432314346156028
local,iris,150,500,2,7,7.032,6,1.0,0.9338856190443039,0.9338856190443038,0.3432314346156028
local,iris,150,1000,2,7,7.032,6,1.0,0.9338856190443039,0.9338856190443038,0.3432314346156028
fl,ca_income,195665,25,0,382.3,10000,10.0,1.0,0.20039992972568735,0.20037047667357455,0.9997287871255035
fl,iris,150,10,1,382.3,10000,10.0,1.0,0.9338856190443042,0.9338856190443038,0.9998415522717606
fl,iris,150,25,1,382.3,10000,10.0,1.0,0.9338856190443042,0.9338856190443038,0.9998415522717606
fl,iris,150,50,1,382.3,10000,10.0,1.0,0.9338856190443042,0.9338856190443038,0.9998415522717606
fl,iris,150,100,1,382.3,10000,10.0,1.0,0.9338856190443042,0.9338856190443038,0.9998415522717606
fl,iris,150,125,1,382.3,10000,10.0,1.0,0.9338856190443042,0.9338856190443038,0.9998415522717606
fl,iris,150,250,1,382.3,10000,10.0,1.0,0.9338856190443042,0.9338856190443038,0.9998415522717606
fl,iris,150,500,1,382.3,10000,10.0,1.0,0.9338856190443042,0.9338856190443038,0.9998415522717606
fl,iris,150,1000,1,382.3,10000,10.0,1.0,0.9338856190443042,0.9338856190443038,0.9998415522717606
centralized,ca_income,195665,250,0,7,1.994,6,1.0,0.7633794267632692,0.7723074729978476,0.9996152454152435
fl,ca_income,195665,50,0,382.3,10000,10.0,1.0,0.3165632991035368,0.3165350864583766,0.9997287871255035
centralized,ca_income,195665,500,0,7,1.994,6,1.0,0.9321510316707535,0.9512922096686961,0.9996152454152435
centralized,iris,150,10,2,7,7.032,6,1.0,0.9338856190443036,0.9338856190443038,0.9930205175824481
centralized,iris,150,25,2,7,7.032,6,1.0,0.9338856190443036,0.9338856190443038,0.9930205175824481
centralized,iris,150,50,2,7,7.032,6,1.0,0.9338856190443036,0.9338856190443038,0.9930205175824481
centralized,iris,150,100,2,7,7.032,6,1.0,0.9338856190443036,0.9338856190443038,0.9930205175824481
centralized,iris,150,125,2,7,7.032,6,1.0,0.9338856190443036,0.9338856190443038,0.9930205175824481
centralized,iris,150,250,2,7,7.032,6,1.0,0.9338856190443036,0.9338856190443038,0.9930205175824481
centralized,iris,150,500,2,7,7.032,6,1.0,0.9338856190443036,0.9338856190443038,0.9930205175824481
centralized,iris,150,1000,2,7,7.032,6,1.0,0.9338856190443036,0.9338856190443038,0.9930205175824481
fl,ca_income,195665,100,0,382.3,10000,10.0,1.0,0.48633030472571254,0.48630057394686166,0.9997287871255035
fl,iris,150,10,1,106.1,10000,10.0,1.0,0.9338856190443038,0.9338856190443038,0.9998419363492049
fl,iris,150,25,1,106.1,10000,10.0,1.0,0.9338856190443038,0.9338856190443038,0.9998419363492049
fl,iris,150,50,1,106.1,10000,10.0,1.0,0.9338856190443038,0.9338856190443038,0.9998419363492049
fl,iris,150,100,1,106.1,10000,10.0,1.0,0.9338856190443038,0.9338856190443038,0.9998419363492049
fl,iris,150,125,1,106.1,10000,10.0,1.0,0.9338856190443038,0.9338856190443038,0.9998419363492049
fl,iris,150,250,1,106.1,10000,10.0,1.0,0.9338856190443038,0.9338856190443038,0.9998419363492049
fl,iris,150,500,1,106.1,10000,10.0,1.0,0.9338856190443038,0.9338856190443038,0.9998419363492049
fl,iris,150,1000,1,106.1,10000,10.0,1.0,0.9338856190443038,0.9338856190443038,0.9998419363492049
centralized,ca_income,195665,1000,0,7,1.994,6,1.0,1.000000040102184,1.0000000401021845,0.9996152454152435
fl,ca_income,195665,125,0,382.3,10000,10.0,1.0,0.5541899838967187,0.5541624613800046,0.9997287871255035
local,iris,150,10,2,7,3.731,6,1.0,0.9338856190443036,0.9338856190443038,0.38873840324492637
local,iris,150,25,2,7,3.731,6,1.0,0.9338856190443036,0.9338856190443038,0.38873840324492637
local,iris,150,50,2,7,3.731,6,1.0,0.9338856190443036,0.9338856190443038,0.38873840324492637
local,iris,150,100,2,7,3.731,6,1.0,0.9338856190443036,0.9338856190443038,0.38873840324492637
local,iris,150,125,2,7,3.731,6,1.0,0.9338856190443036,0.9338856190443038,0.38873840324492637
local,iris,150,250,2,7,3.731,6,1.0,0.9338856190443036,0.9338856190443038,0.38873840324492637
local,iris,150,500,2,7,3.731,6,1.0,0.9338856190443036,0.9338856190443038,0.38873840324492637
local,iris,150,1000,2,7,3.731,6,1.0,0.9338856190443036,0.9338856190443038,0.38873840324492637
fl,ca_income,195665,250,0,382.3,10000,10.0,1.0,0.7723268226220181,0.7723074729978476,0.9997287871255035
fl,iris,150,10,1,29.4,10000,10.0,1.0,0.9338856190443047,0.9338856190443038,0.999842105229012
fl,iris,150,25,1,29.4,10000,10.0,1.0,0.9338856190443047,0.9338856190443038,0.999842105229012
fl,iris,150,50,1,29.4,10000,10.0,1.0,0.9338856190443047,0.9338856190443038,0.999842105229012
fl,iris,150,100,1,29.4,10000,10.0,1.0,0.9338856190443047,0.9338856190443038,0.999842105229012
fl,iris,150,125,1,29.4,10000,10.0,1.0,0.9338856190443047,0.9338856190443038,0.999842105229012
fl,iris,150,250,1,29.4,10000,10.0,1.0,0.9338856190443047,0.9338856190443038,0.999842105229012
fl,iris,150,500,1,29.4,10000,10.0,1.0,0.9338856190443047,0.9338856190443038,0.999842105229012
fl,iris,150,1000,1,29.4,10000,10.0,1.0,0.9338856190443047,0.9338856190443038,0.999842105229012
fl,ca_income,195665,500,0,382.3,10000,10.0,1.0,0.9512959477557312,0.9512922096686961,0.9997287871255035
local,ca_income,195665,10,0,7,1.081,6,1.0,0.013632609611058784,0.10306451053062196,0.022253050173383124
centralized,iris,150,10,2,7,3.731,6,1.0,0.9338856190443039,0.9338856190443038,0.9972953939157718
centralized,iris,150,25,2,7,3.731,6,1.0,0.9338856190443039,0.9338856190443038,0.9972953939157718
centralized,iris,150,50,2,7,3.731,6,1.0,0.9338856190443039,0.9338856190443038,0.9972953939157718
centralized,iris,150,100,2,7,3.731,6,1.0,0.9338856190443039,0.9338856190443038,0.9972953939157718
centralized,iris,150,125,2,7,3.731,6,1.0,0.9338856190443039,0.9338856190443038,0.9972953939157718
centralized,iris,150,250,2,7,3.731,6,1.0,0.9338856190443039,0.9338856190443038,0.9972953939157718
centralized,iris,150,500,2,7,3.731,6,1.0,0.9338856190443039,0.9338856190443038,0.9972953939157718
centralized,iris,150,1000,2,7,3.731,6,1.0,0.9338856190443039,0.9338856190443038,0.9972953939157718
fl,iris,150,10,1,8.19,10000,10.0,1.0,0.933885619044303,0.9338856190443038,0.9998421842004929
fl,iris,150,25,1,8.19,10000,10.0,1.0,0.933885619044303,0.9338856190443038,0.9998421842004929
fl,iris,150,50,1,8.19,10000,10.0,1.0,0.933885619044303,0.9338856190443038,0.9998421842004929
fl,iris,150,100,1,8.19,10000,10.0,1.0,0.933885619044303,0.9338856190443038,0.9998421842004929
fl,iris,150,125,1,8.19,10000,10.0,1.0,0.933885619044303,0.9338856190443038,0.9998421842004929
